transaction_id,customer_id,date,age,category,quantity,unit_price,discount,cost,marketing_spend,customer_satisfaction,region,delivery_time,inventory,returned,tenure_months,purchase_frequency,total_purchases,average_order_value,sales,profit,churn,segment
TX-10486,CUST-1210,2026-06-08,18,Grocery,2,26.05,15.0,22.79,503.08,3.5,North,4,139,0,22,5,40,93.29,44.28,-26.84,1,At-Risk Customer
TX-10487,CUST-1456,2025-09-11,27,Grocery,10,17.21,10.0,13.56,1308.44,3.0,South,6,18,0,18,4,29,209.51,154.89,-27.34,1,At-Risk Customer
TX-10488,CUST-1467,2026-05-29,32,Electronics,2,806.45,10.0,622.63,6627.18,3.8,West,1,66,0,31,6,57,1517.93,1451.61,102.44,0,Loyal Customer
TX-10489,CUST-1315,2025-08-25,31,Grocery,10,72.31,5.0,59.16,4565.25,4.4,East,1,350,0,15,3,14,711.14,686.94,22.37,0,Regular Customer
TX-10490,CUST-1763,2025-12-03,25,Home & Kitchen,1,174.69,15.0,72.03,7137.61,4.5,North,3,77,1,1,4,4,212.69,148.49,-48.5,1,At-Risk Customer
TX-10491,CUST-1352,2026-08-07,54,Electronics,1,266.9,5.0,204.7,3520.34,5.0,North,3,296,0,18,5,34,282.84,253.55,-17.45,0,Regular Customer
TX-10492,CUST-1070,2026-04-12,19,Electronics,4,1075.9,5.0,756.24,7858.48,3.2,East,3,188,0,39,3,36,4146.61,4088.42,932.08,1,At-Risk Customer
TX-10493,CUST-1787,2025-10-22,40,Fitness,1,233.46,5.0,117.18,2300.64,4.5,West,3,251,0,31,7,67,274.58,221.79,56.6,0,Loyal Customer
TX-10494,CUST-1391,2026-03-31,33,Grocery,6,27.95,5.0,24.23,5383.83,5.0,West,1,295,0,19,3,18,205.34,159.31,-71.32,0,Regular Customer
TX-10495,CUST-1677,2026-05-17,30,Furniture,2,672.88,15.0,411.02,1831.11,4.0,East,4,42,0,12,3,17,1183.43,1143.9,276.39,0,Regular Customer
TX-10496,CUST-1550,2026-03-03,40,Home & Kitchen,1,254.16,15.0,108.98,1821.46,3.5,South,1,42,0,32,5,46,251.86,216.04,75.23,1,At-Risk Customer
TX-10497,CUST-1228,2025-08-15,36,Electronics,2,1431.23,5.0,1106.79,4800.51,3.9,East,1,228,0,10,9,28,2790.05,2719.34,429.25,0,Regular Customer
TX-10498,CUST-1736,2026-05-19,57,Grocery,4,71.25,15.0,56.23,2150.5,4.3,West,4,26,0,16,5,30,289.5,242.25,-32.93,0,Regular Customer
TX-10499,CUST-1253,2026-04-06,38,Clothing,1,113.0,10.0,41.36,4995.23,4.1,South,1,144,0,1,2,4,127.93,101.7,-19.09,0,Regular Customer
TX-10500,CUST-1742,2025-10-10,22,Electronics,4,740.29,20.0,467.3,2228.71,4.5,West,1,318,0,12,4,19,2393.14,2368.93,461.8,0,Regular Customer
TX-10501,CUST-1016,2025-12-15,45,Furniture,1,1038.76,10.0,621.27,5785.97,4.2,North,2,188,0,16,4,21,982.02,934.88,217.82,0,Regular Customer
TX-10502,CUST-1034,2026-03-30,35,Home & Kitchen,2,173.44,10.0,102.84,3172.9,4.0,North,1,72,0,20,7,45,363.51,312.19,54.42,0,High Value Customer
TX-10503,CUST-1045,2026-03-07,40,Grocery,2,50.4,10.0,36.07,2707.2,3.4,South,3,21,0,16,4,26,152.9,90.72,-35.53,1,At-Risk Customer
TX-10504,CUST-1772,2025-09-11,33,Furniture,3,554.69,10.0,336.61,961.68,3.3,East,4,347,0,33,4,46,1522.62,1497.66,455.41,1,At-Risk Customer
TX-10505,CUST-1749,2026-06-04,33,Clothing,3,140.2,0.0,76.89,4441.85,3.9,East,1,102,0,19,2,13,477.08,420.6,118.8,0,Regular Customer
TX-10506,CUST-1146,2026-07-18,34,Home & Kitchen,2,130.28,15.0,73.88,5927.07,3.3,South,2,42,0,25,5,36,297.47,221.48,-24.19,1,At-Risk Customer
TX-10507,CUST-1281,2025-09-14,18,Home & Kitchen,1,33.05,5.0,13.62,1885.35,4.6,South,1,70,0,15,1,13,81.57,31.4,-15.0,0,Regular Customer
TX-10508,CUST-1437,2026-05-25,18,Grocery,2,16.86,5.0,12.83,4486.14,4.4,North,4,154,0,29,6,50,82.88,32.03,-78.92,0,Loyal Customer
TX-10509,CUST-1658,2026-07-23,33,Grocery,2,47.81,10.0,38.0,6710.32,5.0,East,3,101,0,6,4,13,116.34,86.06,-104.1,0,Regular Customer
TX-10510,CUST-1418,2025-10-29,47,Clothing,4,169.8,5.0,62.42,2850.27,5.0,West,1,444,0,10,7,27,665.56,645.24,348.31,0,Regular Customer
TX-10511,CUST-1550,2026-04-13,18,Furniture,3,488.82,10.0,307.46,6898.8,4.7,South,3,215,0,1,7,6,1375.6,1319.81,280.45,0,Regular Customer
TX-10512,CUST-1724,2025-10-26,31,Grocery,4,37.22,15.0,29.77,5328.28,3.9,North,5,231,0,10,8,25,187.34,126.55,-94.96,1,At-Risk Customer
TX-10513,CUST-1426,2026-05-26,58,Home & Kitchen,2,70.57,5.0,41.66,4721.09,4.9,South,4,221,0,6,5,14,209.73,134.08,-38.05,0,Regular Customer
TX-10514,CUST-1261,2025-11-26,58,Clothing,3,230.75,10.0,84.92,4989.78,3.7,North,5,417,0,6,5,14,665.11,623.02,270.92,1,At-Risk Customer
TX-10515,CUST-1379,2025-09-30,25,Home & Kitchen,2,265.35,5.0,107.29,4828.42,3.4,South,4,335,1,37,3,40,525.97,504.17,-53.0,1,At-Risk Customer
TX-10516,CUST-1386,2026-07-24,50,Home & Kitchen,3,430.31,10.0,216.6,805.89,2.6,North,4,95,0,1,9,8,1197.04,1161.84,481.95,1,At-Risk Customer
TX-10517,CUST-1192,2026-06-10,30,Fitness,2,113.81,5.0,71.4,4378.63,4.1,South,5,446,0,11,4,14,281.1,216.24,-14.74,0,Regular Customer
TX-10518,CUST-1340,2026-01-16,54,Electronics,3,1468.8,0.0,1107.07,3341.65,3.8,South,4,130,0,23,3,27,4457.76,4406.4,1017.07,1,At-Risk Customer
TX-10519,CUST-1759,2025-10-13,30,Fitness,1,561.1,5.0,342.23,2492.07,3.2,West,4,445,0,27,8,62,605.86,533.04,135.43,1,At-Risk Customer
TX-10520,CUST-1712,2026-06-19,42,Fitness,1,425.99,10.0,271.71,5672.06,5.0,South,1,426,0,29,5,46,405.27,383.39,22.1,0,High Value Customer
TX-10521,CUST-1245,2026-05-23,40,Clothing,1,119.47,15.0,53.96,6383.79,3.2,East,4,290,0,6,2,8,140.64,101.55,-66.17,1,At-Risk Customer
TX-10522,CUST-1546,2026-07-12,39,Clothing,2,49.35,0.0,26.48,4224.12,2.9,East,3,342,0,1,4,2,135.13,98.7,-31.12,1,At-Risk Customer
TX-10523,CUST-1525,2026-04-25,29,Grocery,2,64.85,5.0,51.97,3559.14,3.5,North,4,48,0,11,6,22,193.81,123.21,-52.11,1,At-Risk Customer
TX-10524,CUST-1739,2026-04-11,20,Clothing,1,211.4,10.0,96.73,3599.03,4.0,South,3,383,0,32,4,41,243.55,190.26,26.04,0,Regular Customer
TX-10525,CUST-1423,2025-09-06,49,Home & Kitchen,1,163.62,15.0,80.22,5259.01,5.0,South,1,219,0,28,7,59,204.52,139.08,-24.53,0,Loyal Customer
TX-10526,CUST-1016,2025-12-25,30,Home & Kitchen,1,292.56,5.0,136.84,611.07,4.4,West,3,426,0,34,5,56,322.04,277.93,118.43,0,Loyal Customer
TX-10527,CUST-1200,2026-01-29,43,Furniture,2,377.12,5.0,249.44,7921.4,4.4,West,2,235,0,9,4,15,793.97,716.53,89.83,0,Regular Customer
TX-10528,CUST-1251,2026-04-26,24,Home & Kitchen,1,314.54,0.0,173.53,6578.87,3.5,East,3,287,0,21,1,10,391.11,314.54,28.83,1,At-Risk Customer
TX-10529,CUST-1500,2026-07-08,30,Fitness,2,513.94,15.0,306.54,3530.82,4.3,West,3,188,0,1,5,4,950.3,873.7,194.16,0,Regular Customer
TX-10530,CUST-1750,2026-02-10,33,Furniture,2,669.81,15.0,448.31,1542.2,3.7,South,4,31,0,9,4,14,1194.81,1138.68,200.92,1,At-Risk Customer
TX-10531,CUST-1500,2025-11-16,52,Home & Kitchen,1,427.96,10.0,201.64,4241.55,4.1,North,3,132,0,23,7,55,427.31,385.16,106.4,0,High Value Customer
TX-10532,CUST-1076,2026-07-22,27,Electronics,1,1400.95,10.0,1015.9,7131.56,4.5,North,1,190,0,13,6,29,1292.95,1260.86,133.48,0,Regular Customer
TX-10533,CUST-1645,2025-12-10,32,Electronics,2,1915.97,15.0,1386.43,3644.37,4.4,South,2,448,1,9,6,23,3306.73,3257.15,-44.0,1,At-Risk Customer
TX-10534,CUST-1517,2026-04-04,57,Clothing,1,232.59,0.0,84.04,7898.36,4.7,North,4,85,0,37,7,82,275.27,232.59,12.07,0,Loyal Customer
TX-10535,CUST-1682,2026-06-25,26,Grocery,4,6.69,10.0,5.51,2756.89,1.7,West,3,140,1,5,2,11,86.19,24.08,-48.5,1,At-Risk Customer
TX-10536,CUST-1544,2026-05-23,42,Grocery,2,53.1,15.0,44.53,561.1,3.9,North,4,46,1,4,8,18,149.97,90.27,-53.0,1,At-Risk Customer
TX-10537,CUST-1739,2026-01-01,55,Home & Kitchen,2,99.14,5.0,42.6,5856.62,4.6,East,3,174,1,17,5,32,259.93,188.37,-48.5,0,Regular Customer
TX-10538,CUST-1714,2026-07-25,28,Grocery,4,70.35,10.0,57.64,647.62,3.0,South,3,146,1,40,5,62,314.65,253.26,-48.5,1,At-Risk Customer
TX-10539,CUST-1098,2026-05-09,33,Furniture,4,1114.1,20.0,738.69,2599.53,4.3,South,4,318,0,1,2,7,3611.08,3565.12,553.37,0,Regular Customer
TX-10540,CUST-1539,2025-12-21,60,Clothing,1,91.61,15.0,45.08,4788.86,4.1,East,1,121,0,24,7,55,99.39,77.87,-43.54,0,Loyal Customer
TX-10541,CUST-1080,2026-02-21,37,Grocery,2,9.62,5.0,8.39,6668.88,3.7,West,2,43,0,10,7,22,97.61,18.28,-107.54,1,At-Risk Customer
TX-10542,CUST-1713,2025-12-07,33,Clothing,2,215.06,10.0,93.27,6308.58,4.6,North,3,178,0,14,4,23,432.09,387.11,92.44,0,Regular Customer
TX-10543,CUST-1665,2025-08-30,49,Electronics,1,441.11,5.0,320.56,7494.07,3.9,West,4,108,0,4,8,13,468.83,419.05,-31.92,0,Regular Customer
TX-10544,CUST-1565,2026-04-14,32,Electronics,1,449.67,5.0,274.78,3029.28,5.0,North,4,24,0,30,4,36,472.45,427.19,88.97,0,High Value Customer
TX-10545,CUST-1084,2026-04-26,36,Grocery,6,39.13,5.0,32.79,2184.96,3.5,East,4,229,0,32,4,45,274.24,223.04,-24.47,1,At-Risk Customer
TX-10546,CUST-1097,2026-05-11,28,Electronics,3,1205.93,0.0,801.33,2328.82,4.7,South,3,59,0,19,5,33,3647.7,3617.79,1165.37,0,Loyal Customer
TX-10547,CUST-1708,2026-05-31,34,Grocery,15,25.91,5.0,20.33,4719.81,4.7,East,3,351,1,36,2,25,430.52,369.22,-48.5,0,Regular Customer
TX-10548,CUST-1076,2026-07-30,41,Clothing,6,87.0,10.0,44.38,6522.92,3.9,North,2,310,0,26,3,30,539.78,469.8,96.68,0,Regular Customer
TX-10549,CUST-1322,2025-08-22,48,Furniture,2,1152.12,20.0,686.34,3300.34,5.0,South,3,87,0,23,2,19,1870.48,1843.39,407.71,0,Regular Customer
TX-10550,CUST-1729,2026-03-05,34,Electronics,2,1378.89,10.0,924.8,5642.8,3.6,East,2,242,0,42,4,55,2545.3,2482.0,538.76,0,Regular Customer
TX-10551,CUST-1246,2026-05-31,18,Grocery,4,24.23,0.0,17.0,5448.66,3.3,East,5,424,0,11,6,22,157.23,96.92,-75.31,1,At-Risk Customer
TX-10552,CUST-1757,2025-10-24,36,Fitness,2,580.87,5.0,370.78,1556.78,4.8,North,4,142,0,5,3,8,1128.07,1103.65,320.74,0,Regular Customer
TX-10553,CUST-1354,2025-09-10,49,Electronics,3,508.66,5.0,352.68,1721.87,4.5,West,4,40,0,1,2,3,1520.2,1449.68,347.81,0,Regular Customer
TX-10554,CUST-1077,2026-02-04,45,Home & Kitchen,2,210.0,10.0,114.52,3465.17,3.7,West,2,218,0,37,6,70,448.48,378.0,87.98,0,Loyal Customer
TX-10555,CUST-1334,2025-08-29,21,Fitness,3,476.56,0.0,269.28,1097.42,5.0,East,3,215,0,12,1,12,1507.93,1429.68,591.88,0,Regular Customer
TX-10556,CUST-1461,2026-04-22,42,Furniture,1,948.94,15.0,661.61,3041.01,3.1,East,3,161,0,5,3,8,848.51,806.6,85.87,1,At-Risk Customer
TX-10557,CUST-1384,2026-03-23,53,Furniture,2,1134.78,0.0,690.48,2083.69,3.4,West,2,151,1,20,3,21,2323.95,2269.56,-44.0,1,At-Risk Customer
TX-10558,CUST-1633,2026-01-12,38,Furniture,2,585.47,0.0,401.67,1481.32,4.6,North,4,216,0,42,3,45,1197.73,1170.94,327.38,0,High Value Customer
TX-10559,CUST-1157,2026-02-24,30,Fitness,2,475.29,10.0,304.86,3952.9,4.7,South,1,110,0,4,9,17,918.65,855.52,182.01,0,Regular Customer
TX-10560,CUST-1324,2026-02-14,44,Electronics,3,347.54,5.0,218.24,1387.59,4.3,North,5,77,1,15,3,15,1010.9,990.49,-57.5,1,At-Risk Customer
TX-10561,CUST-1315,2026-03-29,54,Clothing,4,213.66,5.0,115.36,3019.78,4.3,East,3,431,0,6,6,18,878.01,811.91,291.67,0,Regular Customer
TX-10562,CUST-1089,2025-11-17,43,Grocery,4,48.48,5.0,35.44,3637.81,3.4,West,4,172,0,30,4,38,215.05,184.22,-30.1,1,At-Risk Customer
TX-10563,CUST-1524,2026-03-10,19,Electronics,3,640.68,15.0,498.64,6455.45,4.3,North,3,296,0,25,2,17,1678.41,1633.73,27.48,0,Regular Customer
TX-10564,CUST-1567,2025-09-30,33,Home & Kitchen,2,434.66,10.0,253.0,3275.67,4.5,East,3,200,0,39,3,35,820.67,782.39,213.75,0,Regular Customer
TX-10565,CUST-1012,2026-01-10,31,Grocery,4,44.14,10.0,35.96,5353.76,4.1,West,5,434,0,28,3,31,185.42,158.9,-87.74,0,Regular Customer
TX-10566,CUST-1742,2026-05-27,58,Furniture,3,1068.23,0.0,694.18,591.35,3.9,South,1,349,0,31,4,38,3247.92,3204.69,1108.78,0,Regular Customer
TX-10567,CUST-1173,2025-10-24,28,Clothing,3,103.63,10.0,51.65,2255.21,3.7,East,5,148,0,42,1,17,342.73,279.8,68.52,1,At-Risk Customer
TX-10568,CUST-1149,2025-09-15,39,Furniture,4,292.68,25.0,150.24,953.27,3.7,West,1,49,0,17,3,22,934.24,878.04,258.28,1,At-Risk Customer
TX-10569,CUST-1306,2026-04-18,42,Electronics,1,1947.28,5.0,1364.03,750.63,3.9,East,3,364,0,35,7,77,1892.33,1849.92,461.13,0,Loyal Customer
TX-10570,CUST-1252,2026-06-30,25,Grocery,10,50.55,0.0,39.72,5329.01,3.7,South,4,89,0,29,3,32,525.92,505.5,10.36,1,At-Risk Customer
TX-10571,CUST-1138,2026-01-16,31,Electronics,1,757.41,20.0,478.58,561.67,3.9,West,2,375,0,25,3,22,684.46,605.93,109.92,0,Regular Customer
TX-10572,CUST-1635,2026-02-24,42,Clothing,2,240.86,15.0,94.33,7000.73,4.2,West,3,335,0,20,4,25,430.99,409.46,102.29,0,Regular Customer
TX-10573,CUST-1666,2026-06-14,44,Furniture,1,1079.12,10.0,690.54,1526.89,4.3,East,1,324,0,13,3,16,1027.72,971.21,253.26,0,Regular Customer
TX-10574,CUST-1711,2025-11-24,31,Grocery,6,23.25,20.0,19.95,6638.02,5.0,East,3,257,0,12,3,11,186.13,111.6,-121.17,0,Regular Customer
TX-10575,CUST-1407,2026-01-24,46,Clothing,3,118.63,0.0,41.92,1308.92,4.7,West,1,302,0,32,6,55,407.82,355.89,206.0,0,High Value Customer
TX-10576,CUST-1800,2025-12-16,33,Clothing,2,116.8,5.0,45.82,4561.97,5.0,West,5,60,0,37,1,17,243.37,221.92,39.35,0,Regular Customer
TX-10577,CUST-1402,2026-02-16,20,Electronics,4,1554.46,25.0,1141.69,578.95,4.7,South,2,224,0,43,3,40,4720.89,4663.38,78.94,0,High Value Customer
TX-10578,CUST-1558,2025-11-14,41,Fitness,1,76.51,20.0,39.13,7008.37,4.9,North,2,430,0,17,6,33,110.6,61.21,-92.05,0,Regular Customer
TX-10579,CUST-1472,2026-08-11,18,Furniture,1,534.55,5.0,313.69,6578.52,4.3,West,3,292,0,34,4,44,555.53,507.82,81.95,0,High Value Customer
TX-10580,CUST-1709,2025-09-18,18,Grocery,6,69.53,5.0,55.46,3797.42,3.4,West,1,378,0,4,3,7,417.13,396.32,2.1,1,At-Risk Customer
TX-10581,CUST-1310,2025-12-15,21,Clothing,3,29.87,0.0,13.56,3956.91,3.8,South,1,320,0,29,3,29,167.33,89.61,-14.92,0,Regular Customer
TX-10582,CUST-1386,2025-09-20,45,Grocery,6,59.63,20.0,46.87,5606.96,5.0,West,1,43,0,20,4,28,344.08,286.22,-83.6,0,Regular Customer
TX-10583,CUST-1547,2026-04-30,58,Fitness,1,380.05,5.0,202.62,4918.5,3.8,West,2,315,0,44,2,34,397.52,361.05,75.65,0,Regular Customer
TX-10584,CUST-1368,2026-08-08,19,Home & Kitchen,1,229.72,25.0,106.51,1700.56,4.3,North,4,400,0,18,3,16,233.18,172.29,22.27,0,Regular Customer
TX-10585,CUST-1254,2026-07-16,48,Fitness,1,567.71,5.0,348.92,3484.65,5.0,East,2,234,0,1,4,5,562.24,539.32,129.13,0,Regular Customer
TX-10586,CUST-1627,2025-09-05,49,Home & Kitchen,2,275.7,15.0,165.26,5504.1,4.5,West,2,429,0,22,1,12,517.73,468.69,46.61,0,Regular Customer
TX-10587,CUST-1339,2026-03-22,31,Electronics,3,1898.97,0.0,1450.86,7984.36,4.0,North,4,352,0,8,1,4,5733.79,5696.91,1206.56,1,At-Risk Customer
TX-10588,CUST-1227,2026-05-02,39,Fitness,2,307.61,0.0,152.17,4646.31,5.0,South,2,430,0,2,4,4,637.5,615.22,232.19,0,Regular Customer
TX-10589,CUST-1400,2026-04-08,28,Fitness,1,454.12,15.0,292.32,7813.02,2.8,South,3,86,0,25,4,36,434.22,386.0,-37.01,1,At-Risk Customer
TX-10590,CUST-1025,2026-04-18,47,Electronics,1,1522.88,15.0,1124.63,4995.71,2.9,East,1,408,0,7,7,17,1349.94,1294.45,90.38,1,At-Risk Customer
TX-10591,CUST-1087,2025-10-12,30,Fitness,1,176.08,20.0,107.25,5436.22,4.2,South,1,29,0,10,6,19,189.1,140.86,-52.43,0,Regular Customer
TX-10592,CUST-1351,2026-04-04,25,Furniture,1,594.49,25.0,371.7,5065.13,2.8,West,6,345,0,6,3,14,513.49,445.87,-28.81,1,At-Risk Customer
TX-10593,CUST-1099,2026-03-26,28,Fitness,2,201.65,10.0,128.57,1116.75,4.7,West,5,433,0,1,4,5,427.77,362.97,66.58,0,Regular Customer
TX-10594,CUST-1307,2025-09-05,31,Fitness,3,206.11,10.0,129.41,7924.85,4.9,North,5,437,1,30,5,50,592.5,556.5,-57.5,0,High Value Customer
TX-10595,CUST-1351,2026-07-11,27,Electronics,5,1570.31,15.0,1076.72,7643.68,5.0,South,3,347,0,36,2,25,6725.33,6673.82,1162.06,0,Regular Customer
TX-10596,CUST-1758,2025-12-16,31,Home & Kitchen,2,208.06,10.0,98.23,4790.75,3.3,South,4,353,0,24,4,31,438.59,374.51,88.19,1,At-Risk Customer
TX-10597,CUST-1338,2026-05-27,26,Grocery,6,36.1,0.0,25.81,6769.32,4.8,West,3,288,0,36,1,14,272.61,216.6,-53.3,0,Regular Customer
TX-10598,CUST-1414,2026-07-02,24,Furniture,1,684.96,10.0,444.84,6422.96,5.0,South,2,343,0,20,5,29,656.08,616.46,66.28,0,Loyal Customer
TX-10599,CUST-1442,2026-03-04,58,Electronics,2,1213.55,15.0,863.62,5794.52,3.5,South,6,52,0,24,1,8,2134.92,2063.03,221.88,1,At-Risk Customer
TX-10600,CUST-1439,2026-03-01,55,Electronics,2,1941.74,20.0,1180.12,3486.16,3.7,South,4,35,0,12,3,16,3176.3,3106.78,676.25,1,At-Risk Customer
TX-10601,CUST-1770,2026-08-09,23,Electronics,2,1534.63,0.0,1092.91,3364.88,3.2,North,1,101,0,48,5,70,3096.33,3069.26,828.47,1,At-Risk Customer
TX-10602,CUST-1549,2025-11-17,44,Clothing,2,122.67,10.0,65.71,6840.64,4.5,East,2,291,0,3,5,11,294.47,220.81,-22.22,0,Regular Customer
TX-10603,CUST-1116,2025-12-26,22,Fitness,2,219.77,5.0,108.78,4723.21,4.0,West,6,215,0,33,5,49,494.49,417.56,102.15,0,High Value Customer
TX-10604,CUST-1654,2026-01-21,22,Home & Kitchen,5,417.82,0.0,202.0,2797.58,3.2,West,4,33,0,23,3,27,2121.83,2089.1,1019.14,1,At-Risk Customer
TX-10605,CUST-1601,2025-10-11,33,Clothing,1,49.7,5.0,23.09,2775.27,4.1,East,3,26,0,21,5,39,93.85,47.22,-31.0,0,Loyal Customer
TX-10606,CUST-1632,2025-11-10,44,Fitness,2,188.7,5.0,106.5,7588.38,4.8,East,3,371,0,33,4,38,431.45,358.53,18.2,0,High Value Customer
TX-10607,CUST-1604,2025-09-26,59,Fitness,1,117.95,15.0,53.16,1243.96,3.0,South,3,363,0,21,2,15,162.57,100.26,14.94,1,At-Risk Customer
TX-10608,CUST-1244,2026-01-17,42,Electronics,1,1415.7,0.0,853.21,7434.75,4.2,South,3,278,0,9,2,11,1438.02,1415.7,437.47,0,Regular Customer
TX-10609,CUST-1144,2026-05-02,32,Grocery,2,65.83,0.0,56.49,6084.18,3.7,West,3,76,0,18,5,34,208.07,131.66,-86.08,1,At-Risk Customer
TX-10610,CUST-1588,2026-02-26,44,Grocery,10,22.33,10.0,17.68,3459.72,3.2,South,2,141,0,1,2,2,266.36,200.97,-36.73,1,At-Risk Customer
TX-10611,CUST-1550,2026-08-04,18,Fitness,1,157.56,0.0,95.36,1963.81,5.0,South,4,376,0,13,3,18,188.04,157.56,14.74,0,Regular Customer
TX-10612,CUST-1501,2026-01-08,18,Furniture,2,908.78,5.0,512.8,6143.55,4.2,South,2,444,0,19,2,11,1794.4,1726.68,599.93,0,Regular Customer
TX-10613,CUST-1461,2026-06-27,49,Electronics,2,939.42,5.0,645.23,5737.35,5.0,East,1,364,0,16,4,20,1835.04,1784.9,403.88,0,Regular Customer
TX-10614,CUST-1496,2025-10-22,38,Furniture,1,908.56,0.0,469.73,5870.96,4.5,West,5,75,0,12,5,22,934.38,908.56,328.27,0,Regular Customer
TX-10615,CUST-1517,2026-07-14,47,Grocery,15,10.01,0.0,8.7,2684.54,3.7,West,5,208,0,12,4,20,204.79,150.15,-43.12,1,At-Risk Customer
TX-10616,CUST-1425,2026-08-12,39,Grocery,4,20.13,0.0,15.65,7659.78,4.6,West,4,372,0,11,3,12,114.26,80.52,-114.98,0,Regular Customer
TX-10617,CUST-1578,2025-08-29,32,Furniture,4,418.2,10.0,251.48,7174.48,3.4,East,2,432,1,45,4,58,1566.14,1505.52,-44.0,1,At-Risk Customer
TX-10618,CUST-1230,2026-05-16,35,Clothing,2,217.9,5.0,80.82,1284.78,5.0,South,3,289,0,39,4,53,445.79,414.01,219.6,0,High Value Customer
TX-10619,CUST-1579,2026-04-24,42,Home & Kitchen,2,385.32,30.0,190.52,7926.99,3.2,North,4,401,0,30,4,37,582.69,539.45,21.5,1,At-Risk Customer
TX-10620,CUST-1274,2026-05-19,39,Clothing,1,181.27,15.0,65.46,1099.2,5.0,North,2,446,0,32,3,34,192.82,154.08,63.13,0,Regular Customer
TX-10621,CUST-1451,2026-05-20,64,Furniture,2,979.36,5.0,618.22,4053.56,4.4,West,5,345,0,16,4,21,1885.39,1860.78,541.04,0,Regular Customer
TX-10622,CUST-1669,2025-12-18,35,Clothing,3,162.08,10.0,65.64,2936.18,3.3,North,4,120,0,14,3,15,470.15,437.62,178.65,1,At-Risk Customer
TX-10623,CUST-1356,2025-09-27,32,Grocery,2,19.4,0.0,16.74,652.1,5.0,North,5,101,0,33,3,31,113.15,38.8,-26.96,0,Regular Customer
TX-10624,CUST-1242,2025-11-29,39,Fitness,3,144.81,20.0,66.11,1719.9,2.8,East,5,208,0,16,5,24,402.16,347.54,100.92,1,At-Risk Customer
TX-10625,CUST-1624,2026-07-03,24,Grocery,4,34.3,10.0,29.85,6051.12,4.5,South,4,322,0,18,5,33,197.85,123.48,-104.69,0,Regular Customer
TX-10626,CUST-1211,2025-11-27,38,Electronics,1,744.77,10.0,554.29,1812.1,3.3,East,5,342,0,23,5,35,709.18,670.29,66.32,1,At-Risk Customer
TX-10627,CUST-1611,2026-05-16,45,Furniture,2,859.86,10.0,491.32,7701.89,4.4,East,4,261,0,15,3,19,1609.91,1547.75,431.58,0,Regular Customer
TX-10628,CUST-1299,2026-01-09,18,Home & Kitchen,2,267.92,15.0,115.17,616.12,3.2,East,5,420,0,12,3,16,509.93,455.46,193.38,1,At-Risk Customer
TX-10629,CUST-1526,2026-07-27,41,Electronics,2,1639.17,0.0,1092.19,3398.12,4.3,South,1,32,0,16,5,23,3354.57,3278.34,1038.49,0,Regular Customer
TX-10630,CUST-1421,2025-09-13,41,Clothing,4,194.87,15.0,71.67,750.52,3.5,South,3,233,0,1,6,4,698.99,662.56,351.12,1,At-Risk Customer
TX-10631,CUST-1135,2025-12-19,38,Furniture,1,1195.95,10.0,676.8,5888.31,3.9,East,4,33,0,17,4,22,1128.55,1076.36,293.23,0,Regular Customer
TX-10632,CUST-1779,2026-07-26,37,Grocery,15,5.83,0.0,4.14,845.34,4.5,West,3,221,0,19,2,12,146.8,87.45,-0.83,0,Regular Customer
TX-10633,CUST-1647,2025-12-29,22,Fitness,1,57.02,20.0,30.6,7461.63,4.6,West,5,390,0,22,4,30,115.75,45.62,-119.41,0,Regular Customer
TX-10634,CUST-1077,2026-07-04,23,Electronics,1,1910.0,5.0,1412.67,5591.59,2.4,West,1,272,0,22,4,26,1846.77,1814.5,313.46,1,At-Risk Customer
TX-10635,CUST-1284,2026-08-04,38,Clothing,1,58.15,15.0,22.21,6592.22,3.5,West,4,61,0,11,5,16,73.74,49.43,-89.67,1,At-Risk Customer
TX-10636,CUST-1335,2026-06-07,45,Electronics,1,273.21,10.0,188.44,2190.93,4.2,North,3,285,0,12,4,19,282.31,245.89,11.09,0,Regular Customer
TX-10637,CUST-1469,2026-07-05,30,Fitness,1,151.69,5.0,87.49,2943.73,3.3,East,3,72,0,1,4,6,201.46,144.11,-1.04,1,At-Risk Customer
TX-10638,CUST-1547,2026-03-05,39,Furniture,1,926.49,10.0,608.45,5157.24,3.1,West,4,352,0,28,4,38,862.33,833.84,130.03,1,At-Risk Customer
TX-10639,CUST-1506,2025-12-29,46,Clothing,1,34.89,5.0,18.05,5509.5,5.0,East,1,287,0,1,3,7,78.56,33.15,-72.05,0,Regular Customer
TX-10640,CUST-1591,2025-10-19,39,Home & Kitchen,2,142.17,10.0,69.38,1329.4,4.2,West,1,253,0,25,4,33,311.2,255.91,92.7,0,Regular Customer
TX-10641,CUST-1698,2025-09-07,50,Electronics,4,694.95,5.0,456.67,3098.76,3.1,North,4,247,0,20,4,31,2684.8,2640.81,749.65,1,At-Risk Customer
TX-10642,CUST-1470,2025-08-22,18,Electronics,1,739.24,5.0,522.56,5273.98,4.6,South,3,27,0,32,2,25,774.29,702.28,87.11,0,Regular Customer
TX-10643,CUST-1000,2026-03-21,29,Furniture,1,406.84,0.0,265.71,5706.7,4.0,South,3,302,0,29,5,46,455.35,406.84,42.03,0,High Value Customer
